buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-02-03,"{'LALPATHLAB.NS': 0.2, 'ABBOTINDIA.NS': 0.2, 'RELAXO.NS': 0.2, 'ASTRAZEN.NS': 0.2, 'SRF.NS': 0.2}",107526.72,107236.72
2020-02-03,2020-03-02,"{'RELAXO.NS': 0.2, 'IPCALAB.NS': 0.2, 'MCX.NS': 0.2, 'SRF.NS': 0.2, 'MANAPPURAM.NS': 0.2}",110455.91,109858.01
2020-03-02,2020-04-01,"{'ABBOTINDIA.NS': 0.2, 'RELAXO.NS': 0.2, 'TRENT.NS': 0.2, 'GMMPFAUDLR.NS': 0.2, 'BERGEPAINT.NS': 0.2}",93614.21,92822.47
2020-04-01,2020-05-04,"{'ABBOTINDIA.NS': 0.2, 'RELAXO.NS': 0.2, 'IPCALAB.NS': 0.2, 'GMMPFAUDLR.NS': 0.2, 'BERGEPAINT.NS': 0.2}",107899.41,106701.85
2020-05-04,2020-06-01,"{'DEEPAKNTR.NS': 0.2, 'ABBOTINDIA.NS': 0.2, 'DMART.NS': 0.2, 'IPCALAB.NS': 0.2, 'GMMPFAUDLR.NS': 0.2}",108234.0,106732.73
2020-06-01,2020-07-01,"{'ABBOTINDIA.NS': 0.2, 'JBCHEPHARM.NS': 0.2, 'DMART.NS': 0.2, 'IPCALAB.NS': 0.2, 'GMMPFAUDLR.NS': 0.2}",110892.9,109054.75
2020-07-01,2020-08-03,"{'JBCHEPHARM.NS': 0.25, 'IPCALAB.NS': 0.25, 'GMMPFAUDLR.NS': 0.25, 'NAVINFLUOR.NS': 0.25}",116453.07,114230.76
2020-08-03,2020-09-01,"{'JBCHEPHARM.NS': 0.2, 'IPCALAB.NS': 0.2, 'TANLA.NS': 0.2, 'NAVINFLUOR.NS': 0.2, 'MUTHOOTFIN.NS': 0.2}",138152.23,135180.83
2020-09-01,2020-10-01,"{'ALKYLAMINE.NS': 0.2, 'TIINDIA.NS': 0.2, 'JBCHEPHARM.NS': 0.2, 'IPCALAB.NS': 0.2, 'TANLA.NS': 0.2}",157984.86,154206.9
2020-10-01,2020-11-02,"{'JBCHEPHARM.NS': 0.25, 'ALKYLAMINE.NS': 0.25, 'IPCALAB.NS': 0.25, 'TANLA.NS': 0.25}",163842.3,159536.27
2020-11-02,2020-12-01,"{'JBCHEPHARM.NS': 0.25, 'DIXON.NS': 0.25, 'IPCALAB.NS': 0.25, 'TANLA.NS': 0.25}",208893.92,202963.86
2020-12-01,2021-01-01,"{'ADANIGREEN.NS': 0.201999798000202, 'ALKYLAMINE.NS': 0.08574891425108576, 'JBCHEPHARM.NS': 0.201999798000202, 'DIXON.NS': 0.201999798000202, 'TANLA.NS': 0.19179880820119183, 'TIPSINDLTD.NS': 0.11645288354711646}",227174.29,220191.29
2021-01-01,2021-02-01,"{'ADANIGREEN.NS': 0.20202020202020204, 'JBCHEPHARM.NS': 0.20202020202020204, 'DIXON.NS': 0.20202020202020204, 'TANLA.NS': 0.19191919191919193, 'VAIBHAVGBL.NS': 0.20202020202020204}",232241.31,224562.56
2021-02-01,2021-03-01,"{'ADANIGREEN.NS': 0.20202020202020204, 'ALKYLAMINE.NS': 0.19191919191919193, 'JBCHEPHARM.NS': 0.20202020202020204, 'DIXON.NS': 0.20202020202020204, 'TANLA.NS': 0.20202020202020204}",279015.44,269195.17
2021-03-01,2021-04-01,"{'JBCHEPHARM.NS': 0.25, 'ADANIGREEN.NS': 0.25, 'DIXON.NS': 0.25, 'TANLA.NS': 0.25}",274808.8,264516.59
2021-04-01,2021-05-03,"{'ADANIGREEN.NS': 0.2, 'ATGL.NS': 0.2, 'DIXON.NS': 0.2, 'TANLA.NS': 0.2, 'ADANIENT.NS': 0.2}",297140.63,285357.04
2021-05-03,2021-06-01,"{'PERSISTENT.NS': 0.178019801980198, 'ATGL.NS': 0.19801980198019803, 'DIXON.NS': 0.17663366336633662, 'ADANIENT.NS': 0.19801980198019803, 'TIPSINDLTD.NS': 0.0897029702970297, 'SAREGAMA.NS': 0.1596039603960396}",354303.42,339502.95
