buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'RELAXO.NS': 0.2, 'WHIRLPOOL.NS': 0.2, 'SRF.NS': 0.2, 'GMMPFAUDLR.NS': 0.2, 'NAUKRI.NS': 0.2}",92080.6,91805.6
2020-04-01,2020-07-01,"{'IPCALAB.NS': 0.25, 'RELAXO.NS': 0.25, 'JBCHEPHARM.NS': 0.25, 'GMMPFAUDLR.NS': 0.25}",122585.17,121939.07
2020-07-01,2020-10-01,"{'ADANIGREEN.NS': 0.19801980198019803, 'JBCHEPHARM.NS': 0.15702970297029703, 'IOLCP.NS': 0.17702970297029702, 'IPCALAB.NS': 0.07188118811881188, 'NAVINFLUOR.NS': 0.19801980198019803, 'GMMPFAUDLR.NS': 0.19801980198019803}",177207.61,175877.62
2020-10-01,2021-01-01,"{'ADANIGREEN.NS': 0.1980394098425587, 'JBCHEPHARM.NS': 0.1980394098425587, 'DRREDDY.NS': 0.05693633032973562, 'IPCALAB.NS': 0.1980394098425587, 'ALKYLAMINE.NS': 0.159520744628181, 'NAVINFLUOR.NS': 0.18942469551440735}",206440.18,204410.79
2021-01-01,2021-04-01,"{'ADANIGREEN.NS': 0.25, 'JBCHEPHARM.NS': 0.25, 'LAURUSLABS.NS': 0.25, 'DIXON.NS': 0.25}",240945.13,238064.54
2021-04-01,2021-07-01,"{'ADANIGREEN.NS': 0.33333333333333337, 'LAURUSLABS.NS': 0.33333333333333337, 'DIXON.NS': 0.33333333333333337}",319514.01,315085.1
2021-07-01,2021-10-01,"{'TIPSINDLTD.NS': 0.25, 'LAURUSLABS.NS': 0.25, 'BALAMINES.NS': 0.25, 'DIXON.NS': 0.25}",358918.1,353198.99
2021-10-01,2022-01-03,"{'TATAELXSI.NS': 0.33333333333333337, 'BALAMINES.NS': 0.33333333333333337, 'GREENPANEL.NS': 0.33333333333333337}",373971.28,367229.31
2022-01-03,2022-04-01,"{'BALAMINES.NS': 0.2, 'KPITTECH.NS': 0.2, 'TATAELXSI.NS': 0.2, 'IEX.NS': 0.2, 'GREENPANEL.NS': 0.2}",418815.75,410390.32
2022-04-01,2022-07-01,"{'SCHAEFFLER.NS': 0.009900990099009901, 'SRF.NS': 0.19801980198019803, 'POWERINDIA.NS': 0.19801980198019803, 'FCL.NS': 0.19801980198019803, 'TATAELXSI.NS': 0.19801980198019803, 'GREENPANEL.NS': 0.19801980198019803}",370641.82,362297.52
2022-07-01,2022-10-03,"{'SCHAEFFLER.NS': 0.11506089711852659, 'FLUOROCHEM.NS': 0.1980394098425587, 'MAHSEAMLES.NS': 0.11961580354490543, 'ADANIPOWER.NS': 0.17120506980889197, 'GOKEX.NS': 0.1980394098425587, 'CGPOWER.NS': 0.1980394098425587}",471481.62,459925.1
2022-10-03,2023-01-02,"{'SCHAEFFLER.NS': 0.2, 'SHOPERSTOP.NS': 0.2, 'MAHSEAMLES.NS': 0.2, 'INGERRAND.NS': 0.2, 'ADANIPOWER.NS': 0.2}",418311.73,407088.46
2023-01-02,2023-04-03,"{'APARINDS.NS': 0.25, 'SHOPERSTOP.NS': 0.25, 'SHANTIGEAR.NS': 0.25, 'BLS.NS': 0.25}",458717.7,445466.34
2023-04-03,2023-07-03,"{'TITAGARH.NS': 0.2, 'APARINDS.NS': 0.2, 'BLS.NS': 0.2, 'ELECON.NS': 0.2, 'SAFARI.NS': 0.2}",689009.11,667875.13
2023-07-03,2023-10-03,"{'APARINDS.NS': 0.25, 'TITAGARH.NS': 0.25, 'JSL.NS': 0.25, 'SAFARI.NS': 0.25}",1016656.3,983700.4
2023-10-03,2023-12-29,"{'APARINDS.NS': 0.25, 'ANANDRATHI.NS': 0.25, 'TITAGARH.NS': 0.25, 'JWL.NS': 0.25}",1263408.48,1220105.87
