buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'CRISIL.NS': 0.125, 'POLYCAB.NS': 0.125, 'AFFLE.NS': 0.125, 'TANLA.NS': 0.125, 'ISEC.NS': 0.125, 'ALOKINDS.NS': 0.125, 'BCG.NS': 0.125, 'AVANTIFEED.NS': 0.125}",70882.06,70578.06
2020-04-01,2020-07-01,"{'ALKEM.NS': 0.125, 'IPCALAB.NS': 0.125, 'TI.NS': 0.125, 'DRREDDY.NS': 0.125, 'SUZLON.NS': 0.125, 'IOLCP.NS': 0.125, 'DIVISLAB.NS': 0.125, 'TORNTPHARM.NS': 0.125}",111164.05,110375.29
2020-07-01,2020-10-01,"{'ADANIGREEN.NS': 0.125, 'JISLJALEQS.NS': 0.125, 'BCG.NS': 0.125, 'JPASSOCIAT.NS': 0.125, 'IOLCP.NS': 0.125, 'AARTIDRUGS.NS': 0.125, 'SUZLON.NS': 0.125, 'TATACOMM.NS': 0.125}",152566.19,151091.66
2020-10-01,2021-01-01,"{'TANLA.NS': 0.125, 'ICIL.NS': 0.125, 'LAURUSLABS.NS': 0.125, 'CGPOWER.NS': 0.125, 'TIPSINDLTD.NS': 0.125, 'AARTIDRUGS.NS': 0.125, 'OPTIEMUS.NS': 0.125, 'INDIAMART.NS': 0.125}",226862.38,224157.79
2021-01-01,2021-04-01,"{'BORORENEW.NS': 0.125, 'TTML.NS': 0.125, 'HBLPOWER.NS': 0.125, 'SUBEXLTD.NS': 0.125, 'JPASSOCIAT.NS': 0.125, 'TANLA.NS': 0.125, 'GREENPANEL.NS': 0.125, 'DBREALTY.NS': 0.125}",282657.76,278647.99
2021-04-01,2021-07-01,"{'PGEL.NS': 0.125, 'POONAWALLA.NS': 0.125, 'ATGL.NS': 0.125, 'IIFL.NS': 0.125, 'INTELLECT.NS': 0.125, 'ADANIENT.NS': 0.125, 'ANANTRAJ.NS': 0.125, 'HINDCOPPER.NS': 0.125}",307929.97,302841.69
2021-07-01,2021-10-01,"{'RAJRATAN.NS': 0.125, 'TIDEWATER.NS': 0.125, 'LUXIND.NS': 0.125, 'JWL.NS': 0.125, 'VENKEYS.NS': 0.125, 'TTML.NS': 0.125, 'FLUOROCHEM.NS': 0.125, 'EASEMYTRIP.NS': 0.125}",334134.36,327837.07
2021-10-01,2022-01-03,"{'BCG.NS': 0.125, 'TEJASNET.NS': 0.125, 'LXCHEM.NS': 0.125, 'SBCL.NS': 0.125, 'ZENTEC.NS': 0.125, 'JSWENERGY.NS': 0.125, 'BLS.NS': 0.125, 'TIRUMALCHM.NS': 0.125}",337941.03,330764.0
2022-01-03,2022-04-01,"{'ESABINDIA.NS': 0.125, 'PARAS.NS': 0.125, 'UNOMINDA.NS': 0.125, 'CGPOWER.NS': 0.125, 'TANLA.NS': 0.125, 'KPRMILL.NS': 0.125, 'TI.NS': 0.125, 'JINDWORLD.NS': 0.125}",299918.59,292781.06
2022-04-01,2022-07-01,"{'LINDEINDIA.NS': 0.125, 'RHIM.NS': 0.125, 'ADANIGREEN.NS': 0.125, 'AWL.NS': 0.125, 'POWERINDIA.NS': 0.125, 'BDL.NS': 0.125, 'CREDITACC.NS': 0.125, 'SHARDACROP.NS': 0.125}",299449.61,291595.24
2022-07-01,2022-10-03,"{'CHOICEIN.NS': 0.125, 'AIAENG.NS': 0.125, 'VBL.NS': 0.125, 'VOLTAMP.NS': 0.125, 'ENDURANCE.NS': 0.125, 'TVSMOTOR.NS': 0.125, 'APARINDS.NS': 0.125, 'M&M.NS': 0.125}",342147.98,332397.66
2022-10-03,2023-01-02,"{'DBREALTY.NS': 0.125, 'MAZDOCK.NS': 0.125, 'POWERMECH.NS': 0.125, 'KARURVYSYA.NS': 0.125, 'INOXWIND.NS': 0.125, 'FCL.NS': 0.125, 'ANANTRAJ.NS': 0.125, 'SCHNEIDER.NS': 0.125}",358951.34,347890.17
2023-01-02,2023-04-03,"{'JINDWORLD.NS': 0.125, 'TITAGARH.NS': 0.125, 'RVNL.NS': 0.125, 'JSL.NS': 0.125, 'GODFRYPHLP.NS': 0.125, 'BAJAJHIND.NS': 0.125, 'USHAMART.NS': 0.125, 'RBLBANK.NS': 0.125}",352115.31,340424.79
2023-04-03,2023-07-03,"{'KAYNES.NS': 0.125, 'ACI.NS': 0.125, 'SONATSOFTW.NS': 0.125, 'INGERRAND.NS': 0.125, 'NEWGEN.NS': 0.125, 'SBCL.NS': 0.125, 'TRITURBINE.NS': 0.125, 'CIGNITITEC.NS': 0.125}",421494.41,406596.45
2023-07-03,2023-10-03,"{'SAKSOFT.NS': 0.125, 'FACT.NS': 0.125, 'BCG.NS': 0.125, 'DATAMATICS.NS': 0.125, 'JBMA.NS': 0.125, 'SUZLON.NS': 0.125, 'MAZDOCK.NS': 0.125, 'EMUDHRA.NS': 0.125}",484521.31,466355.63
2023-10-03,2023-12-29,"{'IRFC.NS': 0.125, 'DBREALTY.NS': 0.125, 'RESPONIND.NS': 0.125, 'IFCI.NS': 0.125, 'GMDCLTD.NS': 0.125, 'GET&D.NS': 0.125, 'COCHINSHIP.NS': 0.125, 'BSE.NS': 0.125}",601881.42,578099.67
