buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-02-03,"{'RELAXO.NS': 0.3427657234276572, 'BALKRISIND.NS': 0.08709129087091291, 'GUJGASLTD.NS': 0.1701829817018298, 'ABBOTINDIA.NS': 0.3999600039996001}",107395.55,107123.55
2020-02-03,2020-03-02,"{'RELAXO.NS': 0.4013646397752358, 'TIPSINDLTD.NS': 0.14158137668071444, 'TATACONSUM.NS': 0.09602649006622516, 'GUJGASLTD.NS': 0.2118201886413807, 'BALKRISIND.NS': 0.12873770820790686, 'BHARTIARTL.NS': 0.020469596628537028}",106117.23,105536.47
2020-03-02,2020-04-01,"{'ALKYLAMINE.NS': 0.3999600039996001, 'TRENT.NS': 0.11228877112288771, 'TIPSINDLTD.NS': 0.22217778222177784, 'NAVINFLUOR.NS': 0.26557344265573446}",81434.25,80736.58
2020-04-01,2020-05-04,"{'ALKEM.NS': 0.1273, 'COROMANDEL.NS': 0.2623, 'TIPSINDLTD.NS': 0.1722, 'RTNINDIA.NS': 0.0382, 'IPCALAB.NS': 0.4}",89718.68,88695.03
2020-05-04,2020-06-01,"{'IOLCP.NS': 0.14728527147285267, 'DRREDDY.NS': 0.10318968103189678, 'NAVINFLUOR.NS': 0.3495650434956504, 'IPCALAB.NS': 0.39996000399959997}",92128.46,90829.32
2020-06-01,2020-07-01,"{'IOLCP.NS': 0.3999600039996001, 'ADANIGREEN.NS': 0.3999600039996001, 'INDIACEM.NS': 0.1280871912808719, 'DRREDDY.NS': 0.071992800719928}",114923.13,113030.55
2020-07-01,2020-08-03,"{'JBCHEPHARM.NS': 0.3999600039996001, 'COROMANDEL.NS': 0.24577542245775422, 'TIPSINDLTD.NS': 0.35426457354264573}",121533.32,119246.88
2020-08-03,2020-09-01,"{'PERSISTENT.NS': 0.09071666162685213, 'TANLA.NS': 0.2640862816248362, 'SYNGENE.NS': 0.4031851627860095, 'BIOCON.NS': 0.2420118939623022}",146109.99,143029.18
2020-09-01,2020-10-01,"{'PERSISTENT.NS': 0.3383661633836616, 'TIPSINDLTD.NS': 0.29517048295170484, 'IPCALAB.NS': 0.3664633536646335}",200951.42,196318.25
2020-10-01,2020-11-02,"{'JBCHEPHARM.NS': 0.1493850614938506, 'SONATSOFTW.NS': 0.049095090490950906, 'RELIANCE.NS': 0.22177782221777823, 'TANLA.NS': 0.3999600039996001, 'ENDURANCE.NS': 0.1797820217978202}",211252.87,205887.19
2020-11-02,2020-12-01,"{'ADANIENT.NS': 0.1515848415158484, 'TANLA.NS': 0.39996000399959997, 'INTELLECT.NS': 0.39996000399959997, 'APLAPOLLO.NS': 0.048495150484951496}",309829.34,301371.88
2020-12-01,2021-01-01,"{'ADANIENT.NS': 0.20007999200079987, 'TANLA.NS': 0.39996000399959997, 'INTELLECT.NS': 0.39996000399959997}",341039.86,331031.44
2021-01-01,2021-02-01,"{'APLAPOLLO.NS': 0.2561743825617438, 'TANLA.NS': 0.3999600039996001, 'INTELLECT.NS': 0.3438656134386561}",359035.39,347748.86
