buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-02-03,"{'ADANIGREEN.NS': 0.25, 'NAM-INDIA.NS': 0.25, 'HDFCAMC.NS': 0.25, 'ABBOTINDIA.NS': 0.25}",100941.67,100673.67
2020-02-03,2020-03-02,"{'ADANIGREEN.NS': 0.33333333333333337, 'AMBER.NS': 0.33333333333333337, 'RELAXO.NS': 0.33333333333333337}",89257.17,88780.19
2020-03-02,2020-04-01,"{'ADANIGREEN.NS': 0.25, 'AMBER.NS': 0.25, 'MASFIN.NS': 0.25, 'ABBOTINDIA.NS': 0.25}",76656.45,76014.81
2020-04-01,2020-05-04,"{'ADANIGREEN.NS': 0.33333333333333337, 'ALKEM.NS': 0.33333333333333337, 'ABBOTINDIA.NS': 0.33333333333333337}",94778.04,93762.72
2020-05-04,2020-06-01,"{'ABBOTINDIA.NS': 0.20204061016264271, 'ALKEM.NS': 0.20204061016264271, 'NH.NS': 0.19486816850186886, 'GMMPFAUDLR.NS': 0.11162743711486009, 'NAVINFLUOR.NS': 0.08738256389534296, 'ADANIGREEN.NS': 0.20204061016264271}",98298.95,96951.91
2020-06-01,2020-07-01,"{'JBCHEPHARM.NS': 0.20202020202020204, 'GMMPFAUDLR.NS': 0.06444444444444444, 'NAVINFLUOR.NS': 0.14020202020202022, 'TIPSINDLTD.NS': 0.18929292929292932, 'ADANIGREEN.NS': 0.20202020202020204, 'IPCALAB.NS': 0.20202020202020204}",113570.35,111702.04
2020-07-01,2020-08-03,"{'JBCHEPHARM.NS': 0.20202020202020204, 'GMMPFAUDLR.NS': 0.19191919191919193, 'TIPSINDLTD.NS': 0.20202020202020204, 'ADANIGREEN.NS': 0.20202020202020204, 'IPCALAB.NS': 0.20202020202020204}",119164.93,116889.59
2020-08-03,2020-09-01,"{'DIXON.NS': 0.20202020202020204, 'GRANULES.NS': 0.17777777777777776, 'ZFCVINDIA.NS': 0.11616161616161617, 'ACCELYA.NS': 0.1, 'ADANIGREEN.NS': 0.20202020202020204, 'PERSISTENT.NS': 0.20202020202020204}",132602.06,129722.15
2020-09-01,2020-10-01,"{'DIXON.NS': 0.20202020202020202, 'ZFCVINDIA.NS': 0.16757575757575754, 'TIINDIA.NS': 0.011313131313131311, 'ACCELYA.NS': 0.0809090909090909, 'TIPSINDLTD.NS': 0.10343434343434343, 'AARTIDRUGS.NS': 0.20202020202020202, 'ALKYLAMINE.NS': 0.03272727272727272, 'IPCALAB.NS': 0.09949494949494948, 'PERSISTENT.NS': 0.1005050505050505}",151357.33,147638.08
2020-10-01,2020-11-02,"{'INFIBEAM.NS': 0.03435643564356436, 'AARTIDRUGS.NS': 0.19801980198019803, 'KEC.NS': 0.028811881188118813, 'TANLA.NS': 0.19801980198019803, 'EVEREADY.NS': 0.06742574257425742, 'DIXON.NS': 0.015247524752475247, 'GRANULES.NS': 0.011881188118811881, 'SAREGAMA.NS': 0.055742574257425744, 'BSOFT.NS': 0.05653465346534653, 'TIPSINDLTD.NS': 0.04405940594059406, 'AFFLE.NS': 0.028712871287128714, 'LAURUSLABS.NS': 0.15059405940594062, 'VAIBHAVGBL.NS': 0.11059405940594058}",152479.68,148212.85
2020-11-02,2020-12-01,"{'AARTIDRUGS.NS': 0.25, 'MASTEK.NS': 0.25, 'TANLA.NS': 0.25, 'VAIBHAVGBL.NS': 0.25}",198125.3,192165.17
2020-12-01,2021-01-01,"{'ICIL.NS': 0.33333333333333337, 'MASTEK.NS': 0.33333333333333337, 'TANLA.NS': 0.33333333333333337}",214960.68,208032.1
2021-01-01,2021-02-01,"{'TANLA.NS': 0.19800019800019802, 'ADANIENT.NS': 0.19800019800019802, 'BSOFT.NS': 0.11988911988911989, 'INTELLECT.NS': 0.13147213147213146, 'APLAPOLLO.NS': 0.15463815463815464, 'LAURUSLABS.NS': 0.19800019800019802}",223780.83,216027.96
2021-02-01,2021-03-01,"{'TATAELXSI.NS': 0.25, 'ADANIENT.NS': 0.25, 'APLAPOLLO.NS': 0.25, 'TANLA.NS': 0.25}",282300.77,271948.48
2021-03-01,2021-04-01,"{'ATGL.NS': 0.1603960396039604, 'TANLA.NS': 0.19801980198019803, 'DIXON.NS': 0.06544554455445545, 'ADANIENT.NS': 0.19801980198019803, 'TEJASNET.NS': 0.19801980198019803, 'TATAELXSI.NS': 0.13376237623762377, 'INTELLECT.NS': 0.046336633663366336}",343348.27,330015.3
2021-04-01,2021-05-03,"{'ATGL.NS': 0.19183755934942925, 'ADANIENT.NS': 0.20204061016264271, 'SAREGAMA.NS': 0.20204061016264271, 'TANLA.NS': 0.20204061016264271, 'INTELLECT.NS': 0.20204061016264271}",370421.31,355242.03
2021-05-03,2021-06-01,"{'ATGL.NS': 0.19872813990461052, 'SPLPETRO.NS': 0.19872813990461052, 'CGPOWER.NS': 0.01818362480127186, 'RAJRATAN.NS': 0.17100556438791734, 'POLYMED.NS': 0.05405405405405405, 'ELGIEQUIP.NS': 0.03815580286168521, 'ADANIENT.NS': 0.14139507154213038, 'INTELLECT.NS': 0.14735691573926868, 'JSWSTEEL.NS': 0.03239268680445151}",398084.1,380853.24
2021-06-01,2021-07-01,"{'ATGL.NS': 0.19984012789768188, 'SPLPETRO.NS': 0.042066346922462035, 'PRINCEPIPE.NS': 0.177158273381295, 'RAJRATAN.NS': 0.07464028776978418, 'ADANIENT.NS': 0.13479216626698642, 'SAREGAMA.NS': 0.19984012789768188, 'INTELLECT.NS': 0.10141886490807356, 'PDSL.NS': 0.07024380495603517}",415333.48,396411.99
2021-07-01,2021-08-02,"{'SPLPETRO.NS': 0.0896039603960396, 'ADANIENT.NS': 0.19801980198019803, 'SAREGAMA.NS': 0.19801980198019803, 'RAJRATAN.NS': 0.19801980198019803, 'TIPSINDLTD.NS': 0.19801980198019803, 'INTELLECT.NS': 0.11831683168316831}",449795.97,428338.46
2021-08-02,2021-09-01,"{'CDSL.NS': 0.11831683168316831, 'RAJRATAN.NS': 0.19801980198019803, 'ELECON.NS': 0.0896039603960396, 'JSWENERGY.NS': 0.19801980198019803, 'SAREGAMA.NS': 0.19801980198019803, 'GPIL.NS': 0.19801980198019803}",402879.65,382706.28
2021-09-01,2021-10-01,"{'SONATSOFTW.NS': 0.04741035856573707, 'CDSL.NS': 0.03874501992031873, 'RAJRATAN.NS': 0.19920318725099606, 'COSMOFIRST.NS': 0.033266932270916344, 'ELECON.NS': 0.10747011952191236, 'JSWENERGY.NS': 0.19920318725099606, 'MASTEK.NS': 0.08834661354581676, 'SAREGAMA.NS': 0.19920318725099606, 'PDSL.NS': 0.020119521912350603, 'PERSISTENT.NS': 0.06703187250996018}",465150.59,440829.13
2021-10-01,2021-11-01,"{'BALAMINES.NS': 0.19801980198019803, 'IRCTC.NS': 0.009900990099009901, 'RAJRATAN.NS': 0.19801980198019803, 'JSWENERGY.NS': 0.19801980198019803, 'MASTEK.NS': 0.19801980198019803, 'SAREGAMA.NS': 0.19801980198019803}",446810.11,422439.62
2021-11-01,2021-12-01,"{'JSWENERGY.NS': 0.33333333333333337, 'GANESHHOUC.NS': 0.33333333333333337, 'MANINFRA.NS': 0.33333333333333337}",421394.86,397492.6
2021-12-01,2022-01-03,"{'BCG.NS': 0.25, 'GANESHHOUC.NS': 0.25, 'LTTS.NS': 0.25, 'MANINFRA.NS': 0.25}",440141.43,414247.83
2022-01-03,2022-02-01,"{'MANINFRA.NS': 0.2, 'BCG.NS': 0.2, 'KPITTECH.NS': 0.2, 'BAJAJHLDNG.NS': 0.2, 'LTTS.NS': 0.2}",438553.64,411793.45
2022-02-01,2022-03-02,"{'TRIDENT.NS': 0.33333333333333337, 'KPITTECH.NS': 0.33333333333333337, 'MANINFRA.NS': 0.33333333333333337}",376064.44,352253.29
2022-03-02,2022-04-01,"{'TRIDENT.NS': 0.25, 'MANINFRA.NS': 0.25, 'GREENPANEL.NS': 0.25, 'SHAREINDIA.NS': 0.25}",429634.5,401559.47
2022-04-01,2022-05-02,"{'GREENPANEL.NS': 0.2, 'TRIDENT.NS': 0.2, 'SCHAEFFLER.NS': 0.2, 'JINDWORLD.NS': 0.2, 'GOKEX.NS': 0.2}",461125.15,430017.32
2022-05-02,2022-06-01,"{'GOKEX.NS': 0.25, 'JINDWORLD.NS': 0.25, 'GREENPANEL.NS': 0.25, 'SCHAEFFLER.NS': 0.25}",445226.12,414218.85
2022-06-01,2022-07-01,"{'GOKEX.NS': 0.33333333333333337, 'BLS.NS': 0.33333333333333337, 'SCHAEFFLER.NS': 0.33333333333333337}",403019.48,374054.64
2022-07-01,2022-08-01,"{'VBL.NS': 0.19801980198019803, 'VOLTAMP.NS': 0.19801980198019803, 'ITC.NS': 0.009900990099009901, 'MAHLIFE.NS': 0.19801980198019803, 'HAL.NS': 0.19801980198019803, 'BLS.NS': 0.19801980198019803}",461658.54,427513.34
2022-08-01,2022-09-01,"{'ADANIPOWER.NS': 0.25, 'VOLTAMP.NS': 0.25, 'BLS.NS': 0.25, 'VBL.NS': 0.25}",492244.27,454816.89
2022-09-01,2022-10-03,"{'ATGL.NS': 0.25, 'SHOPERSTOP.NS': 0.25, 'ADANIPOWER.NS': 0.25, 'VBL.NS': 0.25}",486599.67,448557.47
2022-10-03,2022-11-01,"{'FINEORG.NS': 0.19801980198019803, 'SCHAEFFLER.NS': 0.1596039603960396, 'VBL.NS': 0.04831683168316832, 'ADANIPOWER.NS': 0.19801980198019803, 'FCL.NS': 0.19801980198019803, 'BLS.NS': 0.19801980198019803}",475635.15,437388.15
2022-11-01,2022-12-01,"{'KARURVYSYA.NS': 0.25, 'FCL.NS': 0.25, 'BLS.NS': 0.25, 'TVSMOTOR.NS': 0.25}",471953.55,432990.6
2022-12-01,2023-01-02,"{'KARURVYSYA.NS': 0.25, 'UJJIVAN.NS': 0.25, 'BLS.NS': 0.25, 'APARINDS.NS': 0.25}",487865.34,446564.76
2023-01-02,2023-02-01,"{'UJJIVAN.NS': 0.1328007988017973, 'APARINDS.NS': 0.16045931103344982, 'TITAGARH.NS': 0.19970044932601097, 'KTKBANK.NS': 0.19970044932601097, 'BANKBARODA.NS': 0.10763854218671992, 'KARURVYSYA.NS': 0.19970044932601097}",460665.0,420617.08
2023-02-01,2023-03-01,"{'RVNL.NS': 0.33333333333333337, 'SAFARI.NS': 0.33333333333333337, 'KARURVYSYA.NS': 0.33333333333333337}",451333.56,411136.87
2023-03-01,2023-04-03,"{'APARINDS.NS': 0.2, 'FINCABLES.NS': 0.2, 'EQUITASBNK.NS': 0.2, 'CGPOWER.NS': 0.2, 'BLUESTARCO.NS': 0.2}",459379.99,417471.67
2023-04-03,2023-05-02,"{'APARINDS.NS': 0.2, 'FINCABLES.NS': 0.2, 'SUNFLAG.NS': 0.2, 'SONATSOFTW.NS': 0.2, 'TITAGARH.NS': 0.2}",499509.3,452900.06
2023-05-02,2023-06-01,"{'MARKSANS.NS': 0.009900990099009901, 'APARINDS.NS': 0.19801980198019803, 'FINCABLES.NS': 0.19801980198019803, 'SONATSOFTW.NS': 0.19801980198019803, 'SAKSOFT.NS': 0.19801980198019803, 'TITAGARH.NS': 0.19801980198019803}",533344.32,482443.93
2023-06-01,2023-07-03,"{'APARINDS.NS': 0.2, 'SAFARI.NS': 0.2, 'JSL.NS': 0.2, 'SAKSOFT.NS': 0.2, 'TITAGARH.NS': 0.2}",675839.17,610049.6
2023-07-03,2023-08-01,"{'SAKSOFT.NS': 0.33333333333333337, 'BECTORFOOD.NS': 0.33333333333333337, 'TITAGARH.NS': 0.33333333333333337}",751462.2,676835.11
2023-08-01,2023-09-01,"{'APARINDS.NS': 0.19801980198019803, 'NEULANDLAB.NS': 0.19801980198019803, 'JBMA.NS': 0.19801980198019803, 'KIRLOSBROS.NS': 0.19801980198019803, 'SAKSOFT.NS': 0.009900990099009901, 'TITAGARH.NS': 0.19801980198019803}",860770.98,773578.53
2023-09-01,2023-10-03,"{'RKFORGE.NS': 0.2, 'JBMA.NS': 0.2, 'KIRLOSBROS.NS': 0.2, 'SAKSOFT.NS': 0.2, 'TITAGARH.NS': 0.2}",819380.92,734616.11
2023-10-03,2023-11-01,"{'CHENNPETRO.NS': 0.25, 'JWL.NS': 0.25, 'RECLTD.NS': 0.25, 'TITAGARH.NS': 0.25}",838438.15,749977.87
2023-11-01,2023-12-01,"{'RECLTD.NS': 0.2, 'AGI.NS': 0.2, 'KAYNES.NS': 0.2, 'NEWGEN.NS': 0.2, 'JINDALSAW.NS': 0.2}",964991.35,861293.94
2023-12-01,2023-12-29,"{'ANANDRATHI.NS': 0.25, 'MAHSEAMLES.NS': 0.25, 'RECLTD.NS': 0.25, 'PFC.NS': 0.25}",982908.04,875273.31
