buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'ADANIGREEN.NS': 0.39603960396039606, 'RELIGARE.NS': 0.39603960396039606, 'DIXON.NS': 0.2079207920792079}",72737.56,72515.56
2020-04-01,2020-07-01,"{'ADANIGREEN.NS': 0.39603960396039606, 'IPCALAB.NS': 0.3069306930693069, 'GMMPFAUDLR.NS': 0.297029702970297}",126731.46,126095.67
2020-07-01,2020-10-01,"{'ADANIGREEN.NS': 0.2853465346534654, 'AARTIDRUGS.NS': 0.2593069306930693, 'TI.NS': 0.1297029702970297, 'GMMPFAUDLR.NS': 0.12118811881188118, 'BAYERCROP.NS': 0.09415841584158416, 'ASTEC.NS': 0.04069306930693069, 'TIPSINDLTD.NS': 0.0403960396039604, 'ALOKINDS.NS': 0.029207920792079206}",222066.19,220472.12
2020-10-01,2021-01-01,"{'ADANIGREEN.NS': 0.39603960396039606, 'IOLCP.NS': 0.2079207920792079, 'LAURUSLABS.NS': 0.39603960396039606}",284700.67,282101.99
2021-01-01,2021-04-01,"{'LAURUSLABS.NS': 0.3990422984836393, 'SUBEXLTD.NS': 0.27683559457302476, 'ADANIGREEN.NS': 0.24271747805267357, 'INDIAMART.NS': 0.08140462889066243}",322180.84,318568.05
2021-04-01,2021-07-01,"{'ATGL.NS': 0.39564356435643566, 'PGEL.NS': 0.3926732673267327, 'ANANTRAJ.NS': 0.1506930693069307, 'GREENPANEL.NS': 0.04376237623762377, 'INTELLECT.NS': 0.017227722772277226}",328001.79,323588.73
2021-07-01,2021-10-01,"{'TIPSINDLTD.NS': 0.39603960396039606, 'SAREGAMA.NS': 0.39603960396039606, 'POONAWALLA.NS': 0.2079207920792079}",338199.67,332932.4
2021-10-01,2022-01-03,"{'JSWENERGY.NS': 0.3988035892323031, 'GANESHHOUC.NS': 0.2797607178464606, 'RELINFRA.NS': 0.25403788634097707, 'DATAMATICS.NS': 0.044566301096709865, 'ELECON.NS': 0.02283150548354935}",334888.88,328918.17
2022-01-03,2022-04-01,"{'MANINFRA.NS': 0.39992001599680066, 'TDPOWERSYS.NS': 0.3353329334133173, 'TI.NS': 0.264747050589882}",294572.83,288642.91
2022-04-01,2022-07-01,"{'DBREALTY.NS': 0.39980009995002497, 'JINDWORLD.NS': 0.3339330334832583, 'GREENPANEL.NS': 0.16461769115442276, 'JBMA.NS': 0.052073963018490745, 'GOKEX.NS': 0.04957521239380309}",199834.09,195236.32
2022-07-01,2022-10-03,"{'GANESHHOUC.NS': 0.13971108192746742, 'ATGL.NS': 0.38357409839377715, 'FLUOROCHEM.NS': 0.019395898575613697, 'DBREALTY.NS': 0.05323770077785635, 'VRLLOG.NS': 0.40408122032528543}",246982.64,240770.08
2022-10-03,2023-01-02,"{'BLS.NS': 0.39603960396039606, 'ELECON.NS': 0.39603960396039606, 'ADANIPOWER.NS': 0.2079207920792079}",274473.56,266999.5
2023-01-02,2023-04-03,"{'TITAGARH.NS': 0.39603960396039606, 'UJJIVAN.NS': 0.39603960396039606, 'INDIANB.NS': 0.2079207920792079}",292333.7,283758.3
2023-04-03,2023-07-03,"{'APARINDS.NS': 0.39603960396039606, 'KTKBANK.NS': 0.39148514851485144, 'TITAGARH.NS': 0.2124752475247525}",443712.73,429910.73
2023-07-03,2023-10-03,"{'SAKSOFT.NS': 0.39603960396039606, 'JINDALSAW.NS': 0.39603960396039606, 'TITAGARH.NS': 0.2079207920792079}",556035.79,537689.9
2023-10-03,2023-12-29,"{'TITAGARH.NS': 0.39603960396039606, 'RECLTD.NS': 0.39603960396039606, 'JINDALSAW.NS': 0.2079207920792079}",743913.26,718018.53
