buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'ADANIGREEN.NS': 0.25, 'GRSE.NS': 0.25, 'RELIGARE.NS': 0.25, 'DIXON.NS': 0.25}",75310.49,75070.49
2020-04-01,2020-07-01,"{'JBCHEPHARM.NS': 0.1868501831864541, 'ABBOTINDIA.NS': 0.1980394098425587, 'ALKEM.NS': 0.09921774433112189, 'GMMPFAUDLR.NS': 0.11981384295474799, 'ADANIGREEN.NS': 0.1980394098425587, 'IPCALAB.NS': 0.1980394098425587}",108398.52,107771.07
2020-07-01,2020-10-01,"{'TI.NS': 0.1516008483991516, 'BAYERCROP.NS': 0.1941218058781941, 'GMMPFAUDLR.NS': 0.0401979598020402, 'TIPSINDLTD.NS': 0.1408948591051409, 'ADANIGREEN.NS': 0.19624280375719622, 'AARTIDRUGS.NS': 0.11473588526411473, 'ALOKINDS.NS': 0.036056963943036056, 'IPCALAB.NS': 0.12614887385112614}",172476.18,171061.83
2020-10-01,2021-01-01,"{'SUBEXLTD.NS': 0.18108910891089108, 'ADANIGREEN.NS': 0.19801980198019803, 'AARTIDRUGS.NS': 0.18782178217821782, 'EVEREADY.NS': 0.053267326732673266, 'TATACOMM.NS': 0.11376237623762377, 'LAURUSLABS.NS': 0.15267326732673267, 'ALOKINDS.NS': 0.11336633663366337}",248211.47,245637.07
2021-01-01,2021-04-01,"{'SUBEXLTD.NS': 0.2, 'AGI.NS': 0.2, 'LAURUSLABS.NS': 0.2, 'ADANIGREEN.NS': 0.2, 'EVEREADY.NS': 0.2}",301892.65,298126.48
2021-04-01,2021-07-01,"{'ATGL.NS': 0.2, 'GREENPANEL.NS': 0.2, 'PGEL.NS': 0.2, 'ANANTRAJ.NS': 0.2, 'INTELLECT.NS': 0.2}",330041.66,325209.33
2021-07-01,2021-10-01,"{'DALMIASUG.NS': 0.19801980198019803, 'PGEL.NS': 0.009900990099009901, 'POONAWALLA.NS': 0.19801980198019803, 'SAREGAMA.NS': 0.19801980198019803, 'RAJRATAN.NS': 0.19801980198019803, 'TIPSINDLTD.NS': 0.19801980198019803}",344710.18,338889.08
2021-10-01,2022-01-03,"{'MANINFRA.NS': 0.20202020202020204, 'GANESHHOUC.NS': 0.20202020202020204, 'JSWENERGY.NS': 0.20202020202020204, 'MASTEK.NS': 0.20202020202020204, 'RELINFRA.NS': 0.19191919191919193}",378457.04,371261.06
2022-01-03,2022-04-01,"{'TDPOWERSYS.NS': 0.19191919191919193, 'TI.NS': 0.20202020202020204, 'MANINFRA.NS': 0.20202020202020204, 'CGPOWER.NS': 0.20202020202020204, 'KPITTECH.NS': 0.20202020202020204}",343147.55,335817.94
2022-04-01,2022-07-01,"{'GREENPANEL.NS': 0.20202020202020204, 'DBREALTY.NS': 0.19191919191919193, 'POLYPLEX.NS': 0.20202020202020204, 'JINDWORLD.NS': 0.20202020202020204, 'GOKEX.NS': 0.20202020202020204}",262658.39,256358.02
2022-07-01,2022-10-03,"{'CHALET.NS': 0.11737373737373737, 'SCHAEFFLER.NS': 0.1401010101010101, 'ADANIPOWER.NS': 0.15888888888888889, 'LINDEINDIA.NS': 0.10494949494949496, 'BDL.NS': 0.1292929292929293, 'SHOPERSTOP.NS': 0.14737373737373738, 'BLS.NS': 0.20202020202020204}",353056.24,343859.5
2022-10-03,2023-01-02,"{'ADANIPOWER.NS': 0.25, 'FCL.NS': 0.25, 'BLS.NS': 0.25, 'ELECON.NS': 0.25}",344426.26,334690.32
2023-01-02,2023-04-03,"{'UJJIVAN.NS': 0.2, 'SAFARI.NS': 0.2, 'INDIANB.NS': 0.2, 'ADANIENT.NS': 0.2, 'TITAGARH.NS': 0.2}",335342.18,325103.02
2023-04-03,2023-07-03,"{'APARINDS.NS': 0.20080321285140562, 'FINCABLES.NS': 0.20080321285140562, 'KTKBANK.NS': 0.19678714859437751, 'KIRLOSENG.NS': 0.20080321285140562, 'TITAGARH.NS': 0.20080321285140562}",453454.73,438739.18
2023-07-03,2023-10-03,"{'APARINDS.NS': 0.2, 'JINDALSAW.NS': 0.2, 'SAKSOFT.NS': 0.2, 'BECTORFOOD.NS': 0.2, 'TITAGARH.NS': 0.2}",607981.18,587105.93
2023-10-03,2023-12-29,"{'ANANDRATHI.NS': 0.2, 'RECLTD.NS': 0.2, 'KAYNES.NS': 0.2, 'JINDALSAW.NS': 0.2, 'TITAGARH.NS': 0.2}",790509.25,761886.83
