buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-02-03,"{'GRSE.NS': 0.19801980198019803, 'AAVAS.NS': 0.19801980198019803, 'BAJFINANCE.NS': 0.19801980198019803, 'ADANIGREEN.NS': 0.19801980198019803, 'ABBOTINDIA.NS': 0.009900990099009901, 'FINEORG.NS': 0.19801980198019803}",105603.1,105297.1
2020-02-03,2020-03-02,"{'GRSE.NS': 0.2, 'AAVAS.NS': 0.2, 'ADANIGREEN.NS': 0.2, 'RELAXO.NS': 0.2, 'FINEORG.NS': 0.2}",94959.12,94398.96
2020-03-02,2020-04-01,"{'AAVAS.NS': 0.19801980198019803, 'RELAXO.NS': 0.009900990099009901, 'BAJFINANCE.NS': 0.19801980198019803, 'ADANIGREEN.NS': 0.19801980198019803, 'ABBOTINDIA.NS': 0.19801980198019803, 'FINEORG.NS': 0.19801980198019803}",76528.1,75806.66
2020-04-01,2020-05-04,"{'IPCALAB.NS': 0.2, 'GMMPFAUDLR.NS': 0.2, 'ADANIGREEN.NS': 0.2, 'ABBOTINDIA.NS': 0.2, 'FINEORG.NS': 0.2}",94029.43,92888.0
2020-05-04,2020-06-01,"{'IPCALAB.NS': 0.2, 'GMMPFAUDLR.NS': 0.2, 'ADANIGREEN.NS': 0.2, 'ABBOTINDIA.NS': 0.2, 'FINEORG.NS': 0.2}",97806.94,96344.65
2020-06-01,2020-07-01,"{'IPCALAB.NS': 0.009900990099009901, 'JBCHEPHARM.NS': 0.19801980198019803, 'GMMPFAUDLR.NS': 0.19801980198019803, 'ALKYLAMINE.NS': 0.19801980198019803, 'ADANIGREEN.NS': 0.19801980198019803, 'ABBOTINDIA.NS': 0.19801980198019803}",106255.92,104361.31
2020-07-01,2020-08-03,"{'IPCALAB.NS': 0.2, 'JBCHEPHARM.NS': 0.2, 'ALKYLAMINE.NS': 0.2, 'GMMPFAUDLR.NS': 0.2, 'ADANIGREEN.NS': 0.2}",110872.73,108595.8
2020-08-03,2020-09-01,"{'IPCALAB.NS': 0.009900990099009901, 'JBCHEPHARM.NS': 0.19801980198019803, 'GMMPFAUDLR.NS': 0.19801980198019803, 'ALKYLAMINE.NS': 0.19801980198019803, 'ADANIGREEN.NS': 0.19801980198019803, 'AARTIDRUGS.NS': 0.19801980198019803}",150368.43,146920.4
2020-09-01,2020-10-01,"{'TANLA.NS': 0.20202020202020204, 'GMMPFAUDLR.NS': 0.20202020202020204, 'ALKYLAMINE.NS': 0.20202020202020204, 'ADANIGREEN.NS': 0.19191919191919193, 'AARTIDRUGS.NS': 0.20202020202020204}",170464.85,166151.0
2020-10-01,2020-11-02,"{'AARTIDRUGS.NS': 0.25, 'TANLA.NS': 0.25, 'ADANIGREEN.NS': 0.25, 'ALKYLAMINE.NS': 0.25}",173939.37,169125.59
2020-11-02,2020-12-01,"{'LAURUSLABS.NS': 0.19801980198019803, 'TANLA.NS': 0.19801980198019803, 'ALKYLAMINE.NS': 0.19801980198019803, 'ADANIGREEN.NS': 0.19801980198019803, 'AARTIDRUGS.NS': 0.18089108910891089, 'DIXON.NS': 0.02702970297029703}",234475.74,227476.61
2020-12-01,2021-01-01,"{'AARTIDRUGS.NS': 0.25, 'TANLA.NS': 0.25, 'ADANIGREEN.NS': 0.25, 'DIXON.NS': 0.25}",247991.46,240040.88
2021-01-01,2021-02-01,"{'TIPSINDLTD.NS': 0.19346534653465344, 'JBCHEPHARM.NS': 0.014455445544554456, 'TANLA.NS': 0.19801980198019803, 'ALKYLAMINE.NS': 0.19801980198019803, 'AARTIDRUGS.NS': 0.19801980198019803, 'DIXON.NS': 0.19801980198019803}",262336.94,253314.45
2021-02-01,2021-03-01,"{'TIPSINDLTD.NS': 0.25, 'TANLA.NS': 0.25, 'DIXON.NS': 0.25, 'ALKYLAMINE.NS': 0.25}",323236.18,311467.2
