buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-02-03,"{'BALKRISIND.NS': 0.19801980198019803, 'TATASTEEL.NS': 0.19801980198019803, 'APLAPOLLO.NS': 0.19801980198019803, 'GUJGASLTD.NS': 0.19801980198019803, 'SRF.NS': 0.009900990099009901, 'PFIZER.NS': 0.19801980198019803}",102605.14,102305.14
2020-02-03,2020-03-02,"{'EPL.NS': 0.2, 'TIPSINDLTD.NS': 0.2, 'GUJGASLTD.NS': 0.2, 'CENTURYTEX.NS': 0.2, 'JBCHEPHARM.NS': 0.2}",101621.99,101039.86
2020-03-02,2020-04-01,"{'TRENT.NS': 0.19801980198019803, 'NAVINFLUOR.NS': 0.19801980198019803, 'RATNAMANI.NS': 0.19801980198019803, 'ALKYLAMINE.NS': 0.19801980198019803, 'ATUL.NS': 0.009900990099009901, 'JBCHEPHARM.NS': 0.19801980198019803}",79923.5,79183.67
2020-04-01,2020-05-04,"{'IPCALAB.NS': 0.20238818053025706, 'SFL.NS': 0.15867233353572152, 'INDIACEM.NS': 0.17891115158874724, 'PATANJALI.NS': 0.07478243270592996, 'AJANTPHARM.NS': 0.18285772110908724, 'RTNINDIA.NS': 0.20238818053025706}",89548.02,88449.1
2020-05-04,2020-06-01,"{'PFIZER.NS': 0.038461538461538464, 'HINDUNILVR.NS': 0.038461538461538464, 'TORNTPHARM.NS': 0.038461538461538464, 'ZYDUSLIFE.NS': 0.038461538461538464, 'SUZLON.NS': 0.038461538461538464, 'NESTLEIND.NS': 0.038461538461538464, 'EVEREADY.NS': 0.038461538461538464, 'AUROPHARMA.NS': 0.038461538461538464, 'INDIAGLYCO.NS': 0.038461538461538464, 'SANOFI.NS': 0.038461538461538464, 'INDIACEM.NS': 0.038461538461538464, 'INDOCO.NS': 0.038461538461538464, 'MUTHOOTFIN.NS': 0.038461538461538464, 'MIDHANI.NS': 0.038461538461538464, 'DIVISLAB.NS': 0.038461538461538464, 'DRREDDY.NS': 0.038461538461538464, 'FDC.NS': 0.038461538461538464, 'IPCALAB.NS': 0.038461538461538464, 'MFSL.NS': 0.038461538461538464, 'DEEPAKNTR.NS': 0.038461538461538464, 'DMART.NS': 0.038461538461538464, 'LAOPALA.NS': 0.038461538461538464, 'IRCON.NS': 0.038461538461538464, 'GRANULES.NS': 0.038461538461538464, 'AJANTPHARM.NS': 0.038461538461538464, 'POWERINDIA.NS': 0.038461538461538464}",91895.69,90169.96
2020-06-01,2020-07-01,"{'ZYDUSLIFE.NS': 0.01277227722772277, 'ADANIGREEN.NS': 0.19801980198019797, 'IOLCP.NS': 0.1952475247524752, 'LUPIN.NS': 0.03524752475247524, 'PATANJALI.NS': 0.19801980198019797, 'INDIACEM.NS': 0.10762376237623761, 'DRREDDY.NS': 0.19801980198019797, 'POWERINDIA.NS': 0.055049504950495036}",124443.74,121754.78
2020-07-01,2020-08-03,"{'MUTHOOTFIN.NS': 0.14446323748880707, 'M&M.NS': 0.14525917819122472, 'TANLA.NS': 0.19898517560441747, 'VAIBHAVGBL.NS': 0.19898517560441747, 'MASTEK.NS': 0.19898517560441747, 'KEC.NS': 0.11332205750671574}",164497.23,160552.8
2020-08-03,2020-09-01,"{'PERSISTENT.NS': 0.19801980198019803, 'M&M.NS': 0.1801980198019802, 'MPHASIS.NS': 0.0801980198019802, 'TANLA.NS': 0.19801980198019803, 'BSOFT.NS': 0.14554455445544554, 'MASTEK.NS': 0.19801980198019803}",201380.67,196089.82
2020-09-01,2020-10-01,"{'TANLA.NS': 0.2497466045003041, 'MASTEK.NS': 0.24994932090006083, 'TIINDIA.NS': 0.25025339549969594, 'BSOFT.NS': 0.25005067909993917}",234528.46,227866.72
2020-10-01,2020-11-02,"{'TECHM.NS': 0.03067729083665339, 'PERSISTENT.NS': 0.17788844621513944, 'MASTEK.NS': 0.10697211155378486, 'TANLA.NS': 0.19920318725099603, 'ADANIENT.NS': 0.14153386454183267, 'TIPSINDLTD.NS': 0.027191235059760958, 'BSOFT.NS': 0.07828685258964144, 'GRANULES.NS': 0.1708167330677291, 'JBCHEPHARM.NS': 0.06743027888446215}",239023.41,231612.99
2020-11-02,2020-12-01,"{'TATAELXSI.NS': 0.19978024173409253, 'AMBER.NS': 0.11037858355808612, 'TANLA.NS': 0.19978024173409253, 'ADANIENT.NS': 0.19978024173409253, 'INDIGO.NS': 0.09050044950554391, 'APLAPOLLO.NS': 0.19978024173409253}",310302.79,300034.5
