buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'RELAXO.NS': 0.39603960396039606, 'WHIRLPOOL.NS': 0.39603960396039606, 'BAJFINANCE.NS': 0.2079207920792079}",78726.67,78498.67
2020-04-01,2020-07-01,"{'ABBOTINDIA.NS': 0.39603960396039606, 'ALKYLAMINE.NS': 0.2079207920792079, 'NESTLEIND.NS': 0.39603960396039606}",96528.48,96023.92
2020-07-01,2020-10-01,"{'GMMPFAUDLR.NS': 0.39600039600039605, 'ALKYLAMINE.NS': 0.36135036135036136, 'IOLCP.NS': 0.13662013662013664, 'JBCHEPHARM.NS': 0.0896940896940897, 'IPCALAB.NS': 0.016335016335016335}",121388.1,120453.6
2020-10-01,2021-01-01,"{'ALKYLAMINE.NS': 0.39600039600039605, 'IOLCP.NS': 0.37115137115137115, 'JBCHEPHARM.NS': 0.138006138006138, 'IPCALAB.NS': 0.09484209484209484}",132912.02,131568.8
2021-01-01,2021-04-01,"{'ALKYLAMINE.NS': 0.39603960396039606, 'JBCHEPHARM.NS': 0.39603960396039606, 'DEEPAKNTR.NS': 0.12504950495049505, 'DIVISLAB.NS': 0.08287128712871286}",180977.06,178768.09
2021-04-01,2021-07-01,"{'ALKYLAMINE.NS': 0.39603960396039606, 'ADANIGREEN.NS': 0.39603960396039606, 'TIINDIA.NS': 0.2079207920792079}",218365.71,215250.38
2021-07-01,2021-10-01,"{'DALMIASUG.NS': 0.39603960396039606, 'LAURUSLABS.NS': 0.39603960396039606, 'ALKYLAMINE.NS': 0.2079207920792079}",209821.61,206351.18
2021-10-01,2022-01-03,"{'ALKYLAMINE.NS': 0.39603960396039606, 'DEEPAKNTR.NS': 0.39603960396039606, 'SONATSOFTW.NS': 0.2079207920792079}",212918.34,208925.69
2022-01-03,2022-04-01,"{'PERSISTENT.NS': 0.39603960396039606, 'KPRMILL.NS': 0.39603960396039606, 'UNOMINDA.NS': 0.2079207920792079}",191319.12,187278.5
2022-04-01,2022-07-01,"{'TIPSINDLTD.NS': 0.39603960396039606, 'TRIDENT.NS': 0.39603960396039606, 'MANINFRA.NS': 0.2079207920792079}",134930.56,131705.85
2022-07-01,2022-10-03,"{'ATGL.NS': 0.3981287946650741, 'VRLLOG.NS': 0.34995521051060013, 'ADANIPOWER.NS': 0.25191599482432564}",161460.37,157256.62
2022-10-03,2023-01-02,"{'SHOPERSTOP.NS': 0.39603960396039606, 'ADANIPOWER.NS': 0.39603960396039606, 'FCL.NS': 0.1603960396039604, 'MAHSEAMLES.NS': 0.047524752475247525}",139234.95,135241.86
2023-01-02,2023-04-03,"{'BDL.NS': 0.39603960396039606, 'BLS.NS': 0.39603960396039606, 'RAYMOND.NS': 0.2079207920792079}",134302.75,130127.11
2023-04-03,2023-07-03,"{'APARINDS.NS': 0.39603960396039606, 'TITAGARH.NS': 0.39603960396039606, 'VBL.NS': 0.2079207920792079}",203619.23,196901.45
2023-07-03,2023-10-03,"{'SAKSOFT.NS': 0.39603960396039606, 'TITAGARH.NS': 0.39603960396039606, 'APARINDS.NS': 0.2079207920792079}",269820.8,260396.91
2023-10-03,2023-12-29,"{'APARINDS.NS': 0.39603960396039606, 'JSL.NS': 0.39603960396039606, 'PFC.NS': 0.2079207920792079}",328089.2,315982.2
