buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-02-03,"{'ADANIGREEN.NS': 0.4049812696162802, 'AAVAS.NS': 0.4049812696162802, 'ABBOTINDIA.NS': 0.1750531537916371, 'RELAXO.NS': 0.014984306975802367}",105094.82,104822.82
2020-02-03,2020-03-02,"{'RELAXO.NS': 0.27857214278572145, 'AMBER.NS': 0.05369463053694631, 'ADANIGREEN.NS': 0.3999600039996001, 'ISEC.NS': 0.26777322267773224}",94726.11,94216.95
2020-03-02,2020-04-01,"{'RELAXO.NS': 0.18068193180681932, 'AFFLE.NS': 0.13588641135886412, 'JKCEMENT.NS': 0.13688631136886312, 'ALKYLAMINE.NS': 0.13598640135986403, 'BHARTIARTL.NS': 0.11828817118288172, 'TIPSINDLTD.NS': 0.11738826117388262, 'MASFIN.NS': 0.07979202079792021, 'ISEC.NS': 0.09509049095090491}",66661.76,66007.45
2020-04-01,2020-05-04,"{'IPCALAB.NS': 0.21539999999999995, 'NESTLEIND.NS': 0.18239999999999998, 'NAVINFLUOR.NS': 0.13949999999999999, 'JBCHEPHARM.NS': 0.13499999999999998, 'TIPSINDLTD.NS': 0.12199999999999997, 'RELAXO.NS': 0.11139999999999997, 'GUJGASLTD.NS': 0.08199999999999999, 'BHARTIARTL.NS': 0.012299999999999997}",75013.23,74004.95
2020-05-04,2020-06-01,"{'GMMPFAUDLR.NS': 0.4021312958681009, 'NAVINFLUOR.NS': 0.3789082135317181, 'IPCALAB.NS': 0.1279782849100231, 'TIPSINDLTD.NS': 0.05971649743641299, 'JBCHEPHARM.NS': 0.03126570825374485}",79415.68,78113.23
2020-06-01,2020-07-01,"{'GMMPFAUDLR.NS': 0.3999600039996001, 'ALKYLAMINE.NS': 0.20097990200979904, 'NAVINFLUOR.NS': 0.15558444155584442, 'JBCHEPHARM.NS': 0.11638836116388361, 'TIPSINDLTD.NS': 0.08239176082391761, 'IOLCP.NS': 0.0446955304469553}",87558.83,85858.83
2020-07-01,2020-08-03,"{'PATANJALI.NS': 0.3999600039996001, 'ALOKINDS.NS': 0.3999600039996001, 'GMMPFAUDLR.NS': 0.20007999200079993}",57687.95,56372.91
2020-08-03,2020-09-01,"{'PATANJALI.NS': 0.3999600039996001, 'IOLCP.NS': 0.3745625437456254, 'AARTIDRUGS.NS': 0.22547745225477453}",65846.58,64171.56
2020-09-01,2020-10-01,"{'AARTIDRUGS.NS': 0.4, 'TANLA.NS': 0.3728, 'TIPSINDLTD.NS': 0.0989, 'LAURUSLABS.NS': 0.0644, 'DIXON.NS': 0.0639}",82938.02,80598.22
2020-10-01,2020-11-02,"{'TANLA.NS': 0.4, 'TIPSINDLTD.NS': 0.311, 'JBCHEPHARM.NS': 0.1417, 'DIXON.NS': 0.1346, 'BSOFT.NS': 0.0127}",85462.36,82801.34
2020-11-02,2020-12-01,"{'APLAPOLLO.NS': 0.32246775322467747, 'AMBER.NS': 0.2775722427757224, 'TANLA.NS': 0.39996000399959997}",122495.17,118423.07
2020-12-01,2021-01-01,"{'TANLA.NS': 0.39996000399959997, 'APLAPOLLO.NS': 0.33746625337466246, 'INTELLECT.NS': 0.12848715128487148, 'ADANIENT.NS': 0.09019098090190979, 'CGCL.NS': 0.043895610438956095}",139845.74,134851.86
2021-01-01,2021-02-01,"{'TANLA.NS': 0.3999600039996001, 'APLAPOLLO.NS': 0.24077592240775922, 'INTELLECT.NS': 0.18668133186681332, 'ADANIENT.NS': 0.1725827417258274}",146781.43,141187.88
2021-02-01,2021-03-01,"{'APLAPOLLO.NS': 0.3979602039796021, 'ADANIENT.NS': 0.26307369263073693, 'INTELLECT.NS': 0.1731826817318268, 'CGCL.NS': 0.16578342165783422}",185806.69,178325.96
2021-03-01,2021-04-01,"{'ADANIENT.NS': 0.3999600039996001, 'INTELLECT.NS': 0.3999600039996001, 'ADANIPORTS.NS': 0.106989301069893, 'HAVELLS.NS': 0.070992900709929, 'KAJARIACER.NS': 0.022097790220977905}",261674.16,250608.94
2021-04-01,2021-05-03,"{'ADANIENT.NS': 0.39996000399959997, 'CHOLAFIN.NS': 0.11998800119987998, 'GRASIM.NS': 0.0800919908009199, 'INTELLECT.NS': 0.39996000399959997}",270935.78,258878.92
2021-05-03,2021-06-01,"{'ADANIENT.NS': 0.3999600039996001, 'DEEPAKNTR.NS': 0.2802719728027197, 'PRAJIND.NS': 0.2097790220977902, 'VEDL.NS': 0.10998900109989002}",298867.38,284931.54
2021-06-01,2021-07-01,"{'ADANIENT.NS': 0.10218978102189781, 'ATGL.NS': 0.38816118388161186, 'SAREGAMA.NS': 0.30896910308969106, 'TIPSINDLTD.NS': 0.20067993200679932}",318435.66,302903.37
2021-07-01,2021-08-02,"{'ADANIENT.NS': 0.3999600039996001, 'SAREGAMA.NS': 0.23547645235476453, 'TIPSINDLTD.NS': 0.3645635436456354}",313098.35,297145.4
2021-08-02,2021-09-01,"{'SAREGAMA.NS': 0.3065065065065065, 'PDSL.NS': 0.2765765765765765, 'JSWENERGY.NS': 0.21701701701701698, 'KPRMILL.NS': 0.09349349349349348, 'ELECON.NS': 0.06026026026026025, 'MASTEK.NS': 0.04614614614614614}",306154.21,289835.08
2021-09-01,2021-10-01,"{'COSMOFIRST.NS': 0.08589141085891411, 'ELECON.NS': 0.3013698630136986, 'JSWENERGY.NS': 0.3999600039996001, 'MASTEK.NS': 0.2127787221277872}",378558.93,357628.37
2021-10-01,2021-11-01,"{'JSWENERGY.NS': 0.3999600039996001, 'MASTEK.NS': 0.34406559344065596, 'TIRUMALCHM.NS': 0.255974402559744}",344763.53,324927.52
2021-11-01,2021-12-01,"{'GANESHHOUC.NS': 0.3999600039996001, 'HGINFRA.NS': 0.31636836316368366, 'PERSISTENT.NS': 0.2836716328367163}",318114.35,299100.6
2021-12-01,2022-01-03,"{'MANINFRA.NS': 0.29027097290270965, 'PERSISTENT.NS': 0.30976902309769017, 'TRIDENT.NS': 0.39996000399959997}",363358.37,340908.38
2022-01-03,2022-02-01,"{'PERSISTENT.NS': 0.39996000399959997, 'SBCL.NS': 0.20007999200079987, 'BCG.NS': 0.39996000399959997}",358375.96,335462.81
2022-02-01,2022-03-02,"{'JINDWORLD.NS': 0.19686062787442507, 'FLUOROCHEM.NS': 0.15696860627874423, 'ATGL.NS': 0.14627074585082983, 'KPITTECH.NS': 0.127874425114977, 'CGPOWER.NS': 0.12757448510297936, 'TRIDENT.NS': 0.09458108378324334, 'MANINFRA.NS': 0.09438112377524494, 'KPRMILL.NS': 0.05548890221955608}",322507.93,301072.04
2022-03-02,2022-04-01,"{'FLUOROCHEM.NS': 0.3457654234576542, 'JINDWORLD.NS': 0.3080691930806919, 'TRIDENT.NS': 0.14708529147085292, 'GOKEX.NS': 0.13428657134286573, 'CGPOWER.NS': 0.028397160283971604, 'GRAVITA.NS': 0.020097990200979902, 'SBCL.NS': 0.0162983701629837}",336775.5,313614.3
2022-04-01,2022-05-02,"{'TRIVENI.NS': 0.20007999200079987, 'JINDWORLD.NS': 0.39996000399959997, 'GOKEX.NS': 0.39996000399959997}",361737.23,336112.33
2022-05-02,2022-06-01,"{'EASEMYTRIP.NS': 0.26777322267773224, 'FLUOROCHEM.NS': 0.25187481251874816, 'RENUKA.NS': 0.2293770622937706, 'GMDCLTD.NS': 0.10518948105189481, 'POLYPLEX.NS': 0.07859214078592142, 'ADANIGREEN.NS': 0.06719328067193281}",340549.29,315621.31
2022-06-01,2022-07-01,"{'GOKEX.NS': 0.3462, 'BLS.NS': 0.3416, 'ADANIPOWER.NS': 0.3122}",298718.56,276162.56
2022-07-01,2022-08-01,"{'SCHAEFFLER.NS': 0.2965703429657034, 'BLS.NS': 0.24317568243175683, 'AWL.NS': 0.17558244175582444, 'SHOPERSTOP.NS': 0.11328867113288671, 'CHENNPETRO.NS': 0.09839016098390162, 'MAHLIFE.NS': 0.0354964503549645, 'BDL.NS': 0.0208979102089791, 'CHALET.NS': 0.016598340165983404}",356402.19,328706.55
