buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'BATAINDIA.NS': 0.1884623075384923, 'RELAXO.NS': 0.3582283543291342, 'BALRAMCHIN.NS': 0.11657668466306738, 'WHIRLPOOL.NS': 0.23645270945810837, 'BAJFINANCE.NS': 0.04859028194361128, 'NESTLEIND.NS': 0.05168966206758649}",79746.63,79470.63
2020-04-01,2020-07-01,"{'IPCALAB.NS': 0.20117988201179882, 'JBCHEPHARM.NS': 0.10438956104389562, 'ABBOTINDIA.NS': 0.3999600039996001, 'NESTLEIND.NS': 0.29447055294470553}",88222.42,87685.09
2020-07-01,2020-10-01,"{'IPCALAB.NS': 0.35006499350064996, 'JBCHEPHARM.NS': 0.30636936306369367, 'IOLCP.NS': 0.22167783221677834, 'ABBOTINDIA.NS': 0.12188781121887811}",120382.34,119373.14
2020-10-01,2021-01-01,"{'IPCALAB.NS': 0.3246350729854029, 'JBCHEPHARM.NS': 0.32893421315736854, 'IOLCP.NS': 0.3464307138572285}",122646.98,121324.79
2021-01-01,2021-04-01,"{'LALPATHLAB.NS': 0.0782, 'DIVISLAB.NS': 0.4, 'PGHL.NS': 0.099, 'TIINDIA.NS': 0.1507, 'DRREDDY.NS': 0.2721}",124736.23,123061.52
2021-04-01,2021-07-01,"{'LINDEINDIA.NS': 0.13517296540691862, 'TIINDIA.NS': 0.2414517096580684, 'ADANIGREEN.NS': 0.39992001599680066, 'SONATSOFTW.NS': 0.05118976204759049, 'ALKYLAMINE.NS': 0.1722655468906219}",135349.9,133187.69
2021-07-01,2021-10-01,"{'DIXON.NS': 0.239252149570086, 'LAURUSLABS.NS': 0.39992001599680066, 'CGCL.NS': 0.17536492701459708, 'ALKYLAMINE.NS': 0.1854629074185163}",135575.95,133074.13
2021-10-01,2022-01-03,"{'DIXON.NS': 0.13661366136613662, 'SRF.NS': 0.21342134213421343, 'APLAPOLLO.NS': 0.15001500150015, 'ASTRAL.NS': 0.0848084808480848, 'LALPATHLAB.NS': 0.0904090409040904, 'SONATSOFTW.NS': 0.21972197219721973, 'ALKYLAMINE.NS': 0.10501050105010501}",143893.27,140845.97
2022-01-03,2022-04-01,"{'PERSISTENT.NS': 0.39992001599680066, 'UNOMINDA.NS': 0.19096180763847231, 'GREENLAM.NS': 0.08708258348330333, 'KPRMILL.NS': 0.3220355928814237}",131184.11,128065.96
2022-04-01,2022-07-01,"{'TATAELXSI.NS': 0.330966903309669, 'TRIDENT.NS': 0.2690730926907309, 'TIPSINDLTD.NS': 0.39996000399959997}",102325.73,99611.52
2022-07-01,2022-10-03,"{'MAHLIFE.NS': 0.12701450443190976, 'VBL.NS': 0.031124093473005644, 'SCHAEFFLER.NS': 0.39242546333601935, 'MAHSEAMLES.NS': 0.2565471394037067, 'FCL.NS': 0.05046333601933924, 'SHOPERSTOP.NS': 0.14242546333601935}",139968.12,135913.44
2022-10-03,2023-01-02,"{'ADANIENT.NS': 0.0634873025394921, 'SCHAEFFLER.NS': 0.28474305138972206, 'MAHSEAMLES.NS': 0.2579484103179364, 'FCL.NS': 0.127374525094981, 'SHOPERSTOP.NS': 0.26644671065786846}",123826.36,119894.28
2023-01-02,2023-04-03,"{'ADANIENT.NS': 0.2871, 'SAFARI.NS': 0.0637, 'VBL.NS': 0.2492, 'BLS.NS': 0.4}",106364.39,102690.81
2023-04-03,2023-07-03,"{'VBL.NS': 0.2084791520847915, 'APARINDS.NS': 0.3999600039996001, 'TITAGARH.NS': 0.39156084391560847}",161014.52,155135.45
2023-07-03,2023-10-03,"{'SAFARI.NS': 0.20305938812237553, 'JSL.NS': 0.21855628874225155, 'TITAGARH.NS': 0.39992001599680066, 'SAKSOFT.NS': 0.17846430713857228}",222303.73,213738.83
2023-10-03,2023-12-29,"{'JSL.NS': 0.3480303939212157, 'APARINDS.NS': 0.22165566886622673, 'PFC.NS': 0.29004199160167965, 'GRAVITA.NS': 0.1402719456108778}",282162.41,270719.28
