buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'AAVAS.NS': 0.39603960396039606, 'NAM-INDIA.NS': 0.39603960396039606, 'GRSE.NS': 0.2079207920792079}",68216.57,67997.57
2020-04-01,2020-07-01,"{'GMMPFAUDLR.NS': 0.39603960396039606, 'ADANIGREEN.NS': 0.39603960396039606, 'ABBOTINDIA.NS': 0.2079207920792079}",119768.18,119146.68
2020-07-01,2020-10-01,"{'GMMPFAUDLR.NS': 0.39099009900990095, 'NAVINFLUOR.NS': 0.26920792079207917, 'ALKYLAMINE.NS': 0.24346534653465346, 'GRANULES.NS': 0.07772277227722772, 'ABBOTINDIA.NS': 0.018613861386138613}",147063.29,145950.15
2020-10-01,2021-01-01,"{'ALKYLAMINE.NS': 0.36168316831683167, 'GRANULES.NS': 0.33762376237623765, 'NAVINFLUOR.NS': 0.13534653465346533, 'JBCHEPHARM.NS': 0.13504950495049503, 'IPCALAB.NS': 0.030297029702970296}",159416.43,157819.79
2021-01-01,2021-04-01,"{'ALKYLAMINE.NS': 0.39603960396039606, 'JBCHEPHARM.NS': 0.3071287128712871, 'NAVINFLUOR.NS': 0.2968316831683168}",203830.95,201375.48
2021-04-01,2021-07-01,"{'PGEL.NS': 0.39603960396039606, 'POONAWALLA.NS': 0.3226732673267327, 'EVEREADY.NS': 0.2547524752475247, 'DIXON.NS': 0.026534653465346534}",235757.21,232413.14
2021-07-01,2021-10-01,"{'GPIL.NS': 0.39603960396039606, 'SUBEXLTD.NS': 0.33207920792079204, 'GREENPANEL.NS': 0.2718811881188119}",180471.22,177446.35
2021-10-01,2022-01-03,"{'ECLERX.NS': 0.39603960396039606, 'COSMOFIRST.NS': 0.39603960396039606, 'CYIENT.NS': 0.2079207920792079}",196543.75,192823.49
2022-01-03,2022-04-01,"{'SHAREINDIA.NS': 0.39603960396039606, 'SAREGAMA.NS': 0.39603960396039606, 'CGPOWER.NS': 0.2079207920792079}",202797.17,198508.54
2022-04-01,2022-07-01,"{'JINDWORLD.NS': 0.39603960396039606, 'GOKEX.NS': 0.3699009900990099, 'FLUOROCHEM.NS': 0.15811881188118812, 'SHAREINDIA.NS': 0.07594059405940594}",172300.89,168217.18
2022-07-01,2022-10-03,"{'MAHSEAMLES.NS': 0.39603960396039606, 'RAYMOND.NS': 0.39603960396039606, 'FCL.NS': 0.2079207920792079}",233063.26,227083.42
2022-10-03,2023-01-02,"{'ADANIPOWER.NS': 0.39603960396039606, 'SHOPERSTOP.NS': 0.39603960396039606, 'FCL.NS': 0.1603960396039604, 'MAHSEAMLES.NS': 0.047524752475247525}",200981.52,195324.82
2023-01-02,2023-04-03,"{'BLS.NS': 0.39603960396039606, 'BDL.NS': 0.39603960396039606, 'SHANTIGEAR.NS': 0.2079207920792079}",206103.78,199846.91
2023-04-03,2023-07-03,"{'APARINDS.NS': 0.39603960396039606, 'TITAGARH.NS': 0.39603960396039606, 'VBL.NS': 0.2079207920792079}",312478.29,302425.12
2023-07-03,2023-10-03,"{'SAKSOFT.NS': 0.39603960396039606, 'TITAGARH.NS': 0.39603960396039606, 'APARINDS.NS': 0.2079207920792079}",414072.59,399973.89
2023-10-03,2023-12-29,"{'TITAGARH.NS': 0.39603960396039606, 'JINDALSAW.NS': 0.39603960396039606, 'JSL.NS': 0.2079207920792079}",506997.02,488762.35
